search_key,job_name,company_name,job_location,location,post_time,salary,others,skills
sales,Business Manager,Relentless Athletics,"Hatfield, PA (On-site)","Hatfield, PA",3 days ago,"$55,000/yr - $65,000/yr","['$55K/yr - $65K/yr', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Account Management', 'Business Development', 'Business Management', 'Business Planning', 'Business Strategy', 'Marketing', 'Negotiation', 'Team Leadership', 'Team Management', 'Teamwork', 'Leadership', 'Microsoft Excel', 'Microsoft Office', 'Communication', 'Customer Satisfaction', 'Customer Service', 'Data Entry', 'Problem Solving', 'Project Management']"
sales,Sales Development Manager,Kahan's USA,New York City Metropolitan Area (Hybrid),New York City Metropolitan Area,1 day ago,0,"['Hybrid\nMatches your job preferences, workplace type is Hybrid.']","['English', 'Coaching', 'Communication', 'Lead Generation', 'Sales Operations', 'Sales Processes', 'Working With Clients', 'Leadership', 'Microsoft Excel', 'Microsoft Office', 'Account Management', 'Business Development', 'Customer Service', 'Management', 'Sales', 'Sales Management', 'Strategic Planning']"
sales,Specification Sales,Bell & McCoy Companies,"New Orleans, LA (On-site)","New Orleans, LA",4 days ago,0,"['On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Account Management', 'Architectural Lighting', 'Contract Negotiation', 'LED Lighting Systems', 'Lighting', 'Lighting Control', 'Sales', 'Sales Management', 'Specifications', 'Stage Lighting Design', 'Leadership', 'Customer Service', 'Direct Sales', 'Management', 'Project Management', 'Public Speaking', 'Team Building']"
sales,Residential Sales Representative – Solutions Advisor,ADT,"Tacoma, WA (Hybrid)","Tacoma, WA",1 day ago,"$85,000/yr - $175,000/yr","['$85K/yr - $175K/yr', 'Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Communication', 'Contract Negotiation', 'Negotiation', 'New Business Development', 'Problem Solving', 'Real Estate', 'Residential Home Sales', 'Sales', 'Sales Processes', 'Teamwork', 'Leadership', 'Customer Service', 'Management', 'Project Management', 'Public Speaking', 'Time Management']"
sales,Marketing and Sales Counselor - Assisted Living,Trinity Health Senior Communities,"South Bend, IN (On-site)","South Bend, IN",1 day ago,0,"['On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Mid-Senior level']","['Attention to Detail', 'Communication', 'Customer Satisfaction', 'Independent Living', 'Interpersonal Skills', 'Organization Skills', 'Sales Performance', 'Sales Processes', 'Sales Target Management', 'Strategic Planning', 'Leadership', 'Long-term Care', 'Online Lead Generation', 'Pain Management', 'Product Launch', 'Sales Trainings', 'Team Leadership', 'Teamwork', 'Wellness']"
sales,Sales/Acquisitions Associate,Rich Investments Group,"St Clairsville, OH (On-site)","St Clairsville, OH",1 day ago,"$680/month - $1,000/month","['$680/month - $1,000/month', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Argus Modeling', 'Finance', 'Financial Modeling', 'Real Estate Due Diligence', 'Teamwork', 'Usability', 'User Requirements', 'Written Communication', 'Microsoft Office', 'Microsoft Word', 'Business Development', 'Customer Service', 'Problem Solving', 'Project Management', 'Public Speaking', 'Small Business', 'Training', 'User Experience Design (UED)']"
sales,Building Material Sale,Champion Builder Supply,"Elkridge, MD (On-site)","Elkridge, MD",1 day ago,"$60,000/yr - $100,000/yr","['$60K/yr - $100K/yr', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Communication', 'Construction', 'Landscape Construction', 'Outside Sales', 'Product Demonstration', 'Sales', 'Leadership', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Customer Relationship Management (CRM)', 'Customer Service', 'Management', 'Negotiation', 'Team Building']"
sales,Sales Design Consultant,Hamilton Parker,"Columbus, OH (On-site)","Columbus, OH",2 days ago,0,"['On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Microsoft Excel', 'Microsoft Word', 'Attention to Detail', 'Communication', 'Customer Service', 'Interior Design', 'Masonry Design', 'Microsoft Outlook', 'Teamwork', 'Workload Prioritization', 'Microsoft Office', 'Microsoft PowerPoint', 'Project Management', 'Sales', 'Time Management']"
sales,Contract Sales Manager - West Coast,CARL HANSEN & SØN,San Francisco Bay Area (Hybrid),San Francisco Bay Area,0 potential applicants,0,"['Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Business Planning', 'Design Firms', 'Furnishings', 'Furniture', 'Product Knowledge', 'Product Placement', 'Product Presentation', 'Relationship Building', 'Sales Processes', 'Sales Strategy']"
sales,Account Manager for Design Studio (on-site),Bennett Awards,"Placerville, CA (On-site)","Placerville, CA",3 days ago,$22/hr,"['$22/hr + Profit sharing', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Account Management', 'Business Development', 'Business-to-Business (B2B)', 'Communication', 'Negotiation', 'New Business Development', 'Sales Management', 'Sales Operations', 'Sales Processes', 'Teamwork', 'Advertising', 'Customer Service', 'Digital Marketing', 'Editing', 'Problem Solving', 'Public Speaking', 'R (Programming Language)', 'Social Media', 'Social Media Marketing', 'Writing']"
sales,Assistant Sales Manager,Core Properties,"Webster Groves, MO (On-site)","Webster Groves, MO",1 day ago,0,"['On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Leadership', 'Microsoft Office', 'Build Strong Relationships', 'CRM Software', 'Customer Relationship Management (CRM)', 'Negotiation', 'Sales Management', 'Sales Processes', 'Sales Strategy', 'Team Building', 'Business-to-Business (B2B)', 'Change Management', 'Clear Communications', 'Communication', 'Firefighting', 'Management', 'Problem Solving', 'Strategic Planning']"
sales,Account Executive,Ashland Conveyor Products,"Ashland, OH (On-site)","Ashland, OH",3 days ago,0,"['On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Communication', 'Communication Training', 'Competitive Landscape', 'Financial Goals', 'Multitasking', 'Oral Communication', 'Organization Skills', 'Sales', 'Sales Processes', 'Technical Design', 'Leadership', 'Microsoft Excel', 'Business Development', 'Customer Service', 'Management', 'Marketing', 'Negotiation', 'Sales Management']"
