search_key,job_name,company_name,job_location,location,post_time,salary,others,skills
risk analyst,Risk Analyst,Russell Tobin,"Atlanta, GA (Hybrid)","Atlanta, GA",3 weeks ago,$25/hr - $29/hr,"['$25/hr - $29/hr', 'Hybrid', 'Contract', 'Associate']","['Fraud Analysis', 'Risk Analysis']"
risk analyst,Operational Risk Analyst,Janus Henderson Investors,"Denver, CO (On-site)","Denver, CO",2 weeks ago,0,"['On-site', 'Full-time', 'Mid-Senior level']","['Analytical Skills', 'Attention to Detail', 'Communication', 'Governance, Risk Management, and Compliance (GRC)', 'Operational Risk Management', 'Problem Solving', 'Risk Analysis', 'Risk Control Self Assessment (RCSA)', 'Training', 'Transfer Agency']"
risk analyst,Risk Analyst,ACL Digital,"San Jose, CA (Hybrid)","San Jose, CA",1 week ago,0,"['Hybrid', 'Contract', 'Mid-Senior level']","['Dashboards', 'E-Commerce', 'Financial Risk Management', 'Fraud Prevention', 'Risk Analysis', 'Risk Frameworks', 'Tableau']"
risk analyst,Risk Analyst,Educational Federal Credit Union,"Miami, FL (On-site)","Miami, FL",Reposted 2 weeks ago,0,"['On-site', 'Full-time', 'Associate']","['IT Risk Management', 'Operations Management', 'Project Management', 'Regulatory Compliance', 'Risk Analysis', 'Risk Assessment', 'Risk Management']"
risk analyst,Risk Analyst,"Pyramid Consulting, Inc","San Diego, CA (Hybrid)","San Diego, CA",3 weeks ago,$25/hr - $29/hr,"['$25/hr - $29/hr', 'Hybrid', 'Contract']","['Banking', 'Critical Thinking', 'Payroll Processing']"
risk analyst,Corporate Treasury-Risk Management - Dallas-Analyst,Goldman Sachs,"Dallas, TX","Dallas, TX",1 week ago,0,"['Full-time', 'Entry level']","['Alteryx', 'Analytical Skills', 'Analytics', 'Attention to Detail', 'Business Process Improvement', 'Data Analytics', 'Finance', 'Interpersonal Communication', 'SharePoint', 'Treasury Management']"
risk analyst,Credit Risk Analyst,Motion Recruitment,"Atlanta, GA (Hybrid)","Atlanta, GA",3 weeks ago,$25.50/hr - $28.50/hr,"['$25.50/hr - $28.50/hr', 'Hybrid', 'Contract', 'Associate']","['Credit Analysis', 'Credit Risk Management', 'Decision-Making', 'Fraud Detection', 'Problem Solving', 'Risk Assessment']"
risk analyst,Risk Management | Analyst | Dallas,Goldman Sachs,"Dallas, TX","Dallas, TX",Reposted 1 week ago,0,"['Full-time', 'Entry level']","['Attention to Detail', 'Communication', 'Convertible Securities', 'Credit Risk Management', 'Liquidity Risk Management', 'Market Risk', 'Reputational Risk', 'Risk Analysis', 'Securities Lending', 'Sensitive Information']"
risk analyst,Risk Analyst,Amazon,"Minneapolis, MN","Minneapolis, MN",Reposted 1 week ago,0,['Full-time'],"['Analytical Skills', 'Communication', 'Computer Science', 'Cybercrime Investigation', 'Fraud Investigations', 'Handle Confidential Information', 'Investigative Reporting', 'Problem Solving', 'Root Cause', 'Root Cause Analysis']"
risk analyst,Enterprise Risk Analyst-Model Risk Management,CoBank,"Greenwood Village, CO (Hybrid)","Greenwood Village, CO",Reposted 2 weeks ago,"$10,000/yr - $120,919/yr (from job description)","['$10K/yr - $120.9K/yr', 'Hybrid', 'Full-time', 'Mid-Senior level']","['Business Insights', 'Business Rules', 'Datasets', 'Finance', 'Model Risk', 'RAROC', 'Regulatory Standards', 'Risk Management', 'Risk Metrics', 'Stress Testing']"
risk analyst,Risk Management | Analyst | New York,Goldman Sachs,"New York, United States","New York, United States",Reposted 2 weeks ago,0,"['Full-time', 'Entry level']","['Attention to Detail', 'Communication', 'Convertible Securities', 'Credit Risk Management', 'Liquidity Risk Management', 'Market Risk', 'Problem Solving', 'Project Management', 'Reputational Risk', 'Risk Analysis']"
risk analyst,Risk Analyst,Federal Home Loan Bank of Chicago,"Chicago, IL (Hybrid)","Chicago, IL",1 week ago,0,"['Hybrid', 'Full-time', 'Entry level']","['Ad Hoc Reporting', 'Analytical Skills', 'Credit Risk Management', 'Prepayment Processing', 'Query Writing', 'Reporting & Analysis', 'SAS (Software)', 'Scenario Analysis', 'Streamlining', 'Stress Testing']"
risk analyst,Risk Analyst,BioUrja Group,"Houston, TX (On-site)","Houston, TX",1 month ago,0,"['On-site', 'Full-time']","['Analytical Skills', 'Commodities', 'Commodity Markets', 'Communication', 'Decision-Making', 'Economics', 'Problem Solving', 'Risk Analysis', 'Risk Modeling', 'Trading']"
